identifier	run	url
SRR3993017	SRR3993017	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993017/SRR3993017.sra
SRR3993018	SRR3993018	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993018/SRR3993018.sra
SRR3993019	SRR3993019	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993019/SRR3993019.sra
SRR3993020	SRR3993020	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993020/SRR3993020.sra
SRR3993021	SRR3993021	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993021/SRR3993021.sra
SRR3993022	SRR3993022	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993022/SRR3993022.sra
SRR3993023	SRR3993023	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993023/SRR3993023.sra
SRR3993024	SRR3993024	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993024/SRR3993024.sra
SRR3993025	SRR3993025	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993025/SRR3993025.sra
SRR3993026	SRR3993026	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993026/SRR3993026.sra
SRR3993027	SRR3993027	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993027/SRR3993027.sra
SRR3993028	SRR3993028	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993028/SRR3993028.sra
SRR3993029	SRR3993029	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993029/SRR3993029.sra
SRR3993030	SRR3993030	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993030/SRR3993030.sra
SRR3993031	SRR3993031	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993031/SRR3993031.sra
SRR3993032	SRR3993032	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993032/SRR3993032.sra
SRR3993033	SRR3993033	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993033/SRR3993033.sra
SRR3993034	SRR3993034	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993034/SRR3993034.sra
SRR3993035	SRR3993035	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993035/SRR3993035.sra
SRR3993036	SRR3993036	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993036/SRR3993036.sra
SRR3993037	SRR3993037	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993037/SRR3993037.sra
SRR3993038	SRR3993038	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993038/SRR3993038.sra
SRR3993039	SRR3993039	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993039/SRR3993039.sra
SRR3993040	SRR3993040	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993040/SRR3993040.sra
SRR3993041	SRR3993041	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993041/SRR3993041.sra
SRR3993042	SRR3993042	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993042/SRR3993042.sra
SRR3993043	SRR3993043	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993043/SRR3993043.sra
SRR3993044	SRR3993044	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993044/SRR3993044.sra
SRR3993045	SRR3993045	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993045/SRR3993045.sra
SRR3993046	SRR3993046	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993046/SRR3993046.sra
SRR3993047	SRR3993047	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993047/SRR3993047.sra
SRR3993048	SRR3993048	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993048/SRR3993048.sra
SRR3993049	SRR3993049	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993049/SRR3993049.sra
SRR3993050	SRR3993050	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993050/SRR3993050.sra
SRR3993051	SRR3993051	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993051/SRR3993051.sra
SRR3993052	SRR3993052	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993052/SRR3993052.sra
SRR3993053	SRR3993053	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993053/SRR3993053.sra
SRR3993054	SRR3993054	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993054/SRR3993054.sra
SRR3993055	SRR3993055	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993055/SRR3993055.sra
SRR3993056	SRR3993056	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993056/SRR3993056.sra
SRR3993057	SRR3993057	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993057/SRR3993057.sra
SRR3993058	SRR3993058	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993058/SRR3993058.sra
SRR3993059	SRR3993059	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993059/SRR3993059.sra
SRR3993060	SRR3993060	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993060/SRR3993060.sra
SRR3993061	SRR3993061	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993061/SRR3993061.sra
SRR3993062	SRR3993062	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993062/SRR3993062.sra
SRR3993063	SRR3993063	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993063/SRR3993063.sra
SRR3993064	SRR3993064	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR399/SRR3993064/SRR3993064.sra
ERR262939	ERR262939	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262939/ERR262939.sra
ERR262938	ERR262938	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262938/ERR262938.sra
ERR262941	ERR262941	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262941/ERR262941.sra
ERR262940	ERR262940	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262940/ERR262940.sra
ERR262942	ERR262942	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262942/ERR262942.sra
ERR260476	ERR260476	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260476/ERR260476.sra
ERR260478	ERR260478	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260478/ERR260478.sra
ERR260477	ERR260477	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260477/ERR260477.sra
ERR260479	ERR260479	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260479/ERR260479.sra
ERR262943	ERR262943	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262943/ERR262943.sra
ERR260480	ERR260480	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260480/ERR260480.sra
ERR260481	ERR260481	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260481/ERR260481.sra
ERR262944	ERR262944	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262944/ERR262944.sra
ERR262946	ERR262946	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262946/ERR262946.sra
ERR262945	ERR262945	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262945/ERR262945.sra
ERR262947	ERR262947	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262947/ERR262947.sra
ERR260482	ERR260482	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260482/ERR260482.sra
ERR260483	ERR260483	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260483/ERR260483.sra
ERR260484	ERR260484	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260484/ERR260484.sra
ERR260485	ERR260485	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260485/ERR260485.sra
ERR260486	ERR260486	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260486/ERR260486.sra
ERR260487	ERR260487	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260487/ERR260487.sra
ERR260488	ERR260488	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260488/ERR260488.sra
ERR262948	ERR262948	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262948/ERR262948.sra
ERR260489	ERR260489	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260489/ERR260489.sra
ERR260490	ERR260490	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260490/ERR260490.sra
ERR260491	ERR260491	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260491/ERR260491.sra
ERR260492	ERR260492	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260492/ERR260492.sra
ERR262949	ERR262949	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262949/ERR262949.sra
ERR260493	ERR260493	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260493/ERR260493.sra
ERR260494	ERR260494	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260494/ERR260494.sra
ERR260495	ERR260495	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260495/ERR260495.sra
ERR262951	ERR262951	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262951/ERR262951.sra
ERR260496	ERR260496	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260496/ERR260496.sra
ERR260497	ERR260497	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260497/ERR260497.sra
ERR262952	ERR262952	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262952/ERR262952.sra
ERR260498	ERR260498	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260498/ERR260498.sra
ERR260499	ERR260499	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260499/ERR260499.sra
ERR260500	ERR260500	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260500/ERR260500.sra
ERR262953	ERR262953	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262953/ERR262953.sra
ERR262955	ERR262955	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262955/ERR262955.sra
ERR262954	ERR262954	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262954/ERR262954.sra
ERR262956	ERR262956	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262956/ERR262956.sra
ERR260501	ERR260501	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260501/ERR260501.sra
ERR262957	ERR262957	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262957/ERR262957.sra
ERR260502	ERR260502	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260502/ERR260502.sra
ERR262958	ERR262958	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262958/ERR262958.sra
ERR260503	ERR260503	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260503/ERR260503.sra
ERR260504	ERR260504	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260504/ERR260504.sra
ERR262959	ERR262959	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR262/ERR262959/ERR262959.sra
ERR260505	ERR260505	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260505/ERR260505.sra
ERR260506	ERR260506	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR260/ERR260506/ERR260506.sra
SRR2155180	SRR2155180	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155180/SRR2155180.sra
SRR2155323	SRR2155323	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155323/SRR2155323.sra
SRR2155339	SRR2155339	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155339/SRR2155339.sra
SRR2155358	SRR2155358	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155358/SRR2155358.sra
SRR2155377	SRR2155377	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155377/SRR2155377.sra
SRR2155482	SRR2155482	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155482/SRR2155482.sra
SRR2155181	SRR2155181	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155181/SRR2155181.sra
SRR2155324	SRR2155324	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155324/SRR2155324.sra
SRR2155340	SRR2155340	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155340/SRR2155340.sra
SRR2155359	SRR2155359	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155359/SRR2155359.sra
SRR2155379	SRR2155379	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155379/SRR2155379.sra
SRR2155174	SRR2155174	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155174/SRR2155174.sra
SRR2155182	SRR2155182	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155182/SRR2155182.sra
SRR2155341	SRR2155341	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155341/SRR2155341.sra
SRR2155360	SRR2155360	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155360/SRR2155360.sra
SRR2155380	SRR2155380	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155380/SRR2155380.sra
SRR2155306	SRR2155306	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155306/SRR2155306.sra
SRR2155183	SRR2155183	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155183/SRR2155183.sra
SRR2155325	SRR2155325	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155325/SRR2155325.sra
SRR2155343	SRR2155343	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155343/SRR2155343.sra
SRR2155361	SRR2155361	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155361/SRR2155361.sra
SRR2155381	SRR2155381	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155381/SRR2155381.sra
SRR2155319	SRR2155319	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155319/SRR2155319.sra
SRR2155184	SRR2155184	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155184/SRR2155184.sra
SRR2155326	SRR2155326	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155326/SRR2155326.sra
SRR2155344	SRR2155344	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155344/SRR2155344.sra
SRR2155362	SRR2155362	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155362/SRR2155362.sra
SRR2155383	SRR2155383	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155383/SRR2155383.sra
SRR2155333	SRR2155333	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155333/SRR2155333.sra
SRR2155307	SRR2155307	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155307/SRR2155307.sra
SRR2155327	SRR2155327	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155327/SRR2155327.sra
SRR2155346	SRR2155346	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155346/SRR2155346.sra
SRR2155365	SRR2155365	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155365/SRR2155365.sra
SRR2155384	SRR2155384	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155384/SRR2155384.sra
SRR2155345	SRR2155345	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155345/SRR2155345.sra
SRR2155308	SRR2155308	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155308/SRR2155308.sra
SRR2155328	SRR2155328	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155328/SRR2155328.sra
SRR2155347	SRR2155347	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155347/SRR2155347.sra
SRR2155367	SRR2155367	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155367/SRR2155367.sra
SRR2155385	SRR2155385	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155385/SRR2155385.sra
SRR2155356	SRR2155356	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155356/SRR2155356.sra
SRR2155309	SRR2155309	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155309/SRR2155309.sra
SRR2155330	SRR2155330	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155330/SRR2155330.sra
SRR2155348	SRR2155348	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155348/SRR2155348.sra
SRR2155368	SRR2155368	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155368/SRR2155368.sra
SRR2155386	SRR2155386	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155386/SRR2155386.sra
SRR2155370	SRR2155370	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155370/SRR2155370.sra
SRR2155310	SRR2155310	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155310/SRR2155310.sra
SRR2155331	SRR2155331	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155331/SRR2155331.sra
SRR2155349	SRR2155349	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155349/SRR2155349.sra
SRR2155369	SRR2155369	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155369/SRR2155369.sra
SRR2155387	SRR2155387	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155387/SRR2155387.sra
SRR2155382	SRR2155382	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155382/SRR2155382.sra
SRR2155311	SRR2155311	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155311/SRR2155311.sra
SRR2155332	SRR2155332	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155332/SRR2155332.sra
SRR2155350	SRR2155350	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155350/SRR2155350.sra
SRR2155388	SRR2155388	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155388/SRR2155388.sra
SRR2155394	SRR2155394	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155394/SRR2155394.sra
SRR2155312	SRR2155312	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155312/SRR2155312.sra
SRR2155334	SRR2155334	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155334/SRR2155334.sra
SRR2155351	SRR2155351	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155351/SRR2155351.sra
SRR2155371	SRR2155371	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155371/SRR2155371.sra
SRR2155390	SRR2155390	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155390/SRR2155390.sra
SRR2155175	SRR2155175	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155175/SRR2155175.sra
SRR2155314	SRR2155314	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR215/SRR2155314/SRR2155314.sra
