	ESS-0005	ESS-0010	ESS-0014	ESS-0020	ESS-0026	ESS-0035	ESS-0039	ESS-0044	ESS-0053	ESS-0058	ESS-0062	ESS-0068	ESS-0077	ESS-0080	ESS-0088	ESS-0093	ESS-0098	ESS-0104	ESS-0113	ESS-0119	ESS-0123	ESS-0129	ESS-0136	ESS-0141	ESS-0147	ESS-0155	ESS-0158	ESS-0165	ESS-0172	ESS-0177	ESS-0184	ESS-0188	ESS-0195	ESS-0202	ESS-0208	ESS-0215	ESS-0219	ESS-0224	ESS-0231	ESS-0237	ESS-0243	ESS-0251	ESS-0254	ESS-0262	ESS-0268	ESS-0272	ESS-0280	ESS-0286	ESS-0290	ESS-0296	ESS-0302	ESS-0308	ESS-0316	ESS-0321	ESS-0326	ESS-0335	ESS-0338	ESS-0347	ESS-0353	ESS-0359	ESS-0364	ESS-0371	ESS-0376	ESS-0383	ESS-0386	ESS-0394	ESS-0400	ESS-0405	ESS-0410	ESS-0419	ESS-0425	ESS-0430	ESS-0435	ESS-0441	ESS-0447	ESS-0452	ESS-0459	ESS-0467	ESS-0473	ESS-0476	ESS-0482	ESS-0489	ESS-0496	ESS-0501	ESS-0506	ESS-0513	ESS-0521	ESS-0526	ESS-0531	ESS-0536	ESS-0542	ESS-0550	ESS-0555	ESS-0561	ESS-0569	ESS-0578	ESS-0586	ESS-0590	ESS-0596	ESS-0603
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium	0	0	0	0.00872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_D5	0	0	0	0.00663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0	0	0	0.00411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03779	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0.00104	0	0	0	0	0	0	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	0	0	0	0.00386	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08045	0	0	0	0	0	0	0	0	0	0	0.13627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0	0	0	0	0.00036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01939	0	0	0	0	0	0	0	0	0	0.00134	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum	0	0	0	0.00232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00557	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	0	0	0.00058	0	0	0.61234	3.71561	0	0	0.50849	0	0.13555	0	0	0	0	0	0	0	0	0	0.00073	0	0	0	0	0	0	0	0.1157	0	1.23968	0	0	0	0	0	0	0	0	0	0	0.00366	0	0	0	0	0.00731	0	0	0	0	0	0	0	0.18664	0	0	0.14597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3449	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10358	0.00643	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	0	0	0	0	1.74009	0	0.86102	0	0	0.00325	0	0	0	0	0	0	0	0.0055	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13695	0.96568	3.12791	0	0	0	0.00624	1.08714	0	0	0.00125	0	0	0	0	0	0	0.00218	0	0.00371	1.82456	0	0	0	0	0	0	3.24633	0	0	0	0	0	0	0.00036	0	0.00115	0	0	0	3.41858	0	0	0	0	0	0	0	0	0	0	0.00101	0.00085	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0.63628	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251	0	0	0	0	0.29759	0.35535	0	0	0.33962	0	0.42364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68072	0	0	0	0	1.63541	0	0	0.47078	0.00278	0.00059	0	0	0.47012	0.34883	0	0.00218	0	0	0	0	0	0.00904	0	0	0	0	0	0	0	1.48785	0	0.52531	0	0	0	0	1.83761	0	0.00055	0	0	0	1.51452	0	0	0	0	0	1.00808	0	0	0	0	0	0.00266	0	0	0	0.00222	0	0	0	0	0	0	0	0	0	1.21256	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	0	0	0	0	0.23877	0	0.27837	0.19545	0.21731	0.04014	0.27288	0.4124	0.06783	0.09073	0.35631	0.22407	0.29645	0	0	0	0.51977	0.22883	0	0	0.20151	0.03396	0	0	1.28029	0.10881	0.37943	0.9509	0.04361	0.24902	0.01755	0	0.69559	0	0	0.25552	0.32634	0.11138	0.33916	0.00329	0.50306	0.00153	0.22064	1.42342	0.03797	0.06981	0	0	0	0	0.00057	0.25197	0.01959	0	0.11422	0.57216	0	1.64426	0.28238	0.47486	1.90973	0.48193	0.00854	0.00134	3.37102	0.00712	0.01281	0.06181	0.00897	0.00234	0.00979	0.06134	0.009	0.11293	0.2784	0	0	0.11788	0.01322	2.63346	0.01342	0.5766	0.23134	0.07841	0	0	0.32772	0.08602	0.17624	0.09466	0.11814	0.03537	0.49741	0.53948	0.10365	0.31173
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0	0	0	0	0.13584	0.17478	0.53115	0.0316	0.06873	0.00077	0.07835	0.47445	0.06	0	0.0126	0.13295	0.08653	0	0	0.16864	0.306	0.58467	0.3425	0	0.12752	0	0	0.51365	0.18229	0.14965	0.3789	1.82581	0	0.4873	0.06011	0	0	0	0	0.10283	0.41321	0.12772	0.36998	0.01865	0.10274	0	0.35614	0.452	0.15172	0.13211	0	0.12403	0	0	0.01659	0.05021	0.01737	0	0.81922	0.29323	0.33566	0.02986	0	0.14626	0.01481	0.88587	5.30048	0.00152	0.02482	0.00703	0.04368	0.60741	0.19026	0.19311	0.03436	0.57131	0.08046	0.18797	0.25339	0.16245	0	0.05021	0.15277	0.14923	0.03392	2.48004	0.12773	0.28103	0.07224	0.07553	0.46051	0.04345	0	0.10649	0.33819	0.0773	0.295	0.57494	0.11973	0.23562
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0	0	0	0	0.11881	0	0	0	0	0.00156	0	0	0	0.00545	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04175	0	1.55201	0.01117	0	0	0	0.00428	0.01599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01536	0	0	0	0	0.04807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00852	0	0	0	0	0	0	0	0	0	0	0	0	1.73777	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	0	0	0	0	0.09375	0	0	0	0	0	0	0	0.50014	0	0	0	0	0	0	0.10311	0	0	0	0	0.03328	0	0	0	0	0	0	0.06291	0.06823	0.31854	0	0	0	0	0.04942	0	0	0	0	0	0	0	0	0	0.01208	0	0	0	0	0	0	0	0	0	0.35873	0	0	0	0	0.17639	0	0	0	0	0	0	0	0	0	0	0.0164	0	0	0	0	0	0	0	0	0	0.04679	0	0	0	0	0	0.06901	0	0	0	0	0	0	0.14032	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274	0	0	0	0	0.08412	0	0	0	0.0255	0	0	0	0	0	0	0.00902	0	0	0	0	0.10046	0	0	0	0	0	0	0.07975	0	0	0	0	0	0	0	0	0	0	0	0.06024	0	0	0	0	0	0	0	0	0	0.21168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00264	0	0	0	0	0	0	0.73108	0	0	0	0	0	0.11389	0.01979	0.04469	0	0	0	0	0	0	0	0	0	0.91166	0	0	0	0	0	0.12797	0	0	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_95	0	0	0	0	0.03842	0	0	0.00412	0	0	0	0.0495	0	0	0	0.00336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06995	0	0.02155	0	0	0	0	0.24089	0	0	0.04912	0	0	0	0	0	0	0	0	0.03812	0.73381	0	0	0	0.00995	0.00577	0.02122	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21953	0	0	0	0	0	0	0	0	0	0.00368	0	0	0.03947	0.04599	0	0	0	0	0	0.00407	0	0	0.18978	0	0	0.06574	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0	0	0	0	0.03311	0.01828	0.36426	0	0.0815	0.01136	0	0.14874	0.0556	0	0	0.02546	0	0.01096	0	0	0.13998	0	0.01774	0	0.06636	0.03952	0	0.09794	0.30757	0.02669	0.0188	0.07969	0.00193	0.20754	0	0	0	0.02737	0	0.01648	0	0.01238	0.06584	0	0.07603	0	0.03865	0.24853	0.04247	0.10768	0.03785	0.0983	0	0.02621	0.00301	0	0	0	0.01886	0	0.09605	0.02616	0	0.03361	0.05282	0.71532	0.3995	0	0.63638	0	0.04948	0.02879	0.03768	0.06737	0.01591	0.00853	0	0.11061	0	0.07355	0	0.04476	0	0	0.01094	1.29827	0.00563	0	0.0499	0.05216	0.25474	0.01126	0	0.05421	0	0.04399	0.36207	0.29761	0.01116	0.02581
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0	0	0	0	0.03208	0.02494	0.02594	0.02415	0.01918	0	0.00119	0.09173	0.0422	0.00692	0.01032	0.03559	0.02566	0	0	0.03152	0.00266	0.25116	0.04217	0	0	0	0	0	0	0.04841	0.04527	0.00704	0	0.0979	0.02163	0	0.16942	0	0	0.0911	0	0.05245	0.0435	0	0.08835	0	0.04868	0.04146	0.01686	0	0	0.02101	0	0	0	0.00322	0	0	0.34044	0	0.09218	0	0	0.06196	0	0	0	0	0	0	0.04907	0.05374	0	0.00582	0.0164	0.01481	0	0.05531	0	0	0	0.01952	0	0.07349	0.0149	0.05314	0	0	0	0.02805	0.0073	0.01431	0.01109	0.01434	0.03667	0.06545	0.05994	0.37101	0.04432	0.02747
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rogosae	0	0	0	0	0.02563	0.0377	0	0	0.00052	0	0	0	0.00262	0	0	0.00178	0	0	0	0	0	0	0.00956	0	0	0	0	0	0	0	0.00164	0	0	0.07771	0.00037	0.01365	0	0	0.00247	0	0	0.08053	0	0	0.00045	0	0.00265	0.05813	0	0.02822	0.34006	0.00447	0	0	0.01515	0	0.00191	0	0.00319	0	0.05144	0	0.26516	0	0	0	0	0	0	0	0	0.18979	0	0.02519	0	0.00175	0	0.0046	0	0	0	0	0	0	0	0	0	0.00391	0	0	0.02487	0.00702	0	0.00605	0	0	0.52917	0.00195	0.18771	0.01089
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens	0	0	0	0	0.00626	0	0	0.00157	0	0	0	0	0	0	0	0	0	0	0	0.15431	0	0.2645	0.00034	0	0	0	0	0	0	0	0	0.1368	0.92569	0.04656	0	0	0	0	0	0	0.00164	0	0	0.00597	0	0	0	0	0.00564	0.02624	0	0	0	0	0	0	0	0	0.19326	0	0	0	0	0	0	0	0	0	0	0	0	0.02097	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07215	0	0	0	0	0	0	0	0	0	0	0	0.29514	0.0223	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471	0	0	0	0	0.00124	0.00967	0	0	0.03485	0	0	0.28489	0	0	0.00023	0.00183	0	0	0	0	0.00048	0.07329	0	0	0.00157	0	0	0.00055	0	0.00027	0.00023	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	8e-04	0.00201	0.00039	0	0	0	0	0	0.00027	0	0	0	0	0	0	0	0	0	0	0.00058	0.00608	0	0	0	0	0.04234	0	0	0.01088	0.00111	0	0	0	0	0	0.00096	0	0	0	0	0.01457	0	0	0.06877	0.17185	0.02031	0	0.02828	0	0	0	0.0011	0.00023	0.00139
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0	0	0	0	0	0.19901	0	0	0	0	0	0	0	0.00392	0	0.00145	0	0	0.00281	0.00208	0	0	0	0	0	0	0.14687	0	0	0	0.23881	0.04484	0	0	0.0242	0	0	0	0	0	0	0	0.00279	0	0	0.01295	0.00137	0	0	0	0	0	0	0	0.00538	0	0.01206	0	0	0	0	0	0	0.11208	0	0	0	0	0	0	0	0.01068	0	0.16624	0	0.16453	0	0	0.01896	0.03348	0	0	0.0103	0.00352	0	0	0	0.00274	0	0	0.21494	0.01518	0	0	0	0.01126	0.01072	0	0.0361	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	0	0	0	0	0	0.1806	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01729	0	0.00447	0	0	0	0.00568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08134	0	0	0	0	0.0032	0	0	0	0.29008	0.01967	0	0	0	0	0	0.01544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0	0	0	0	0	0.17196	0	0	0	0	0	0.01063	0.00149	0	0	0	0	0	0	0.00506	0	0	0.00683	0	0	0	0.02238	0	0	0	0.04028	0.11588	0	0	0.0116	0.00129	0	0	0	0	0	0.00164	0	0	0	0.00228	0.002	0	0.00089	0	0	0	0	0	0.00617	0	0	0	0	0	0.00248	0	0.00199	0.11433	0	0.00312	0.07359	0.01159	0	0	0	0	0	0.50545	0	0.00963	0	0	0.07598	0.05128	0	0	0	0.00253	0	0	0	0	0	0	0.3898	0.00746	0	0	0.0271	0	0.04341	0	0.01304	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0	0	0	0	0	0.09436	0	0.26741	0	0.06057	0.02968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00409	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium	0	0	0	0	0	0.07656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05626	0	0	0	0.06655	0.01387	0	0	0.01142	0	0	0	0	0	0	0	0	0	0	0.00154	0.00062	0	0.0032	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0.02106	0	0	0.00057	0.00039	0	0	0	0.0024	0	0.00777	0	0.02453	0	0	0	0.02742	0	0	0.00097	0.00137	0	0	0	0	0	0	0.05197	0.00633	0	0	0	0	0.00944	0	0.00399	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri	0	0	0	0	0	0.04848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00235	0	0	0	0	0	0	0	0	0	0	0	0	0.12683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	0	0	0	0	0	0.04471	0	0	0	0	0	0	0	0	0	0.03835	0	0.11219	0	0	0	0	0	0	0.01263	0	0	0.05103	0	0.02645	2e-04	0.00606	0	0	0	0	0	0	0	0	0	0.20659	0	0.00231	0	0	0.00085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28538	0	0	0	0.29501	0	0.23692	0	0	0	0	0	0	0	0	0	0	0	0.05203	0	0	0	0	0	0	0	0.00018	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12	0	0	0	0	0	0.02841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10349	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01157	0	0	0	0	0	0.00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00602	0	0	0.00227	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6	0	0	0	0	0	0.00724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00482	0	0	0	0.03516	0	0	0	0.00142	0	0	0	0	0	0	0	0	0	0	0.00209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00525	0	0	0	0.00111	0	0	0	0	0	0.02206	0	0.01092	0	0	0	0.00179	0	0.00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00325	0	0.0035	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	0	0	0	0	0	0.00641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	0	0	0.03405	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00881	0.00587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0.9637	0.00054	0	0	0.14522	0.04639	0.10402	0	0.05776	0	0.85353	0	0	0.00083	0.00727	0	0.29664	0.28929	0	0	0	0	0	0.08846	0.02068	0	0	0	0	0	0.12719	0	0.11138	0	0.04069	0	0.02242	1.19251	0	0	0.13248	0.18956	0.01227	0	0.01453	0	0	0	0	0	0.00074	0	0.02232	0	0	0	0	0	0	0	0	0	0	0	0.00927	0.01131	0	0	0	0	0	0	0	0.00697	0	0	0	0	0.00065	0.0352	0	0	0	0	0	0	1.95238	0	0	0	0.04715	0.00588	0	0.91637
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	0	0	0	0	0	0	0.81595	0.81616	0	0	0	0	0	0	0	0.00019	0	0	0	0.36986	0	0	0	0	0	2.66491	0.00255	0	0	0.27693	0	0.86734	0.11384	0.41412	0.33927	0	0	0	0	0.00326	0	0	0	0	0.00507	0.00437	0	0	0.00324	0	0	0	0	0	0.00443	0	0	0	0	0.34677	0.37659	0	0	0.14718	0	0	0.07104	0	0	0.001	0.93988	4.10024	1.49898	0	0	0	0	0	0	0	0	0.09208	0	0	0.06449	0.76779	0	0	0	0	0.53345	3.14244	0	1.37422	0	0	2.81639	0.03998	1.94832	0.00136
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242	0	0	0	0	0	0	0.69731	0	0	0.02047	0	0	0	0	0	0	0	0.23533	0	0	0.13222	0	0	0	0	0	0.00027	0	0.22123	0	0	0	0	0	0	0.30974	0.33422	0	0	0.00635	0	0	0	0	0.00302	1.28046	0	0.02918	0.00268	0.09634	0.10035	0.34158	0	0	0.07844	0.00346	0	0.06595	0	0	0	0	0	0	0	0.00498	0	0	0.15733	0	0	0	0	0.15006	0	0	0.27006	0	0	0	0	0.01693	0	0	0	0	0	0	0	0	0.57483	0.34216	0	0.00923	0	0	0.01139	0	0.00356	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0	0	0	0	0	0	0.31887	0.0145	0	0.05128	0.34255	0.04238	0.07808	0	0.00179	0.0041	0.12021	0.06189	0.00034	0.10367	0.41195	1.28315	0.04479	0.29085	0.40517	0.42551	0.00377	0	0.00099	0.00654	0.06967	0	0.06639	0	0.05998	0	0.19074	0	0.07847	0	0.31663	0.07533	0.01906	0.00409	0	0	0.17049	0.10054	0.14109	0.01689	0	0	0.00557	0	0.41442	0.07508	0.21178	0	0.03274	0.05972	0	0	0	0	0	0.47584	0.09212	0.09836	0	0	0.16742	0	0	0	0	0	0	0.48133	0.2837	0.00791	0.01458	0.02421	0.11474	0	0	0.17832	0.82045	0	0	0.0013	0	0.03415	0.34989	0.00269	0.04716	0	0.04405	0.00323	0	0.56847
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis	0	0	0	0	0	0	0.00501	0	0	0	0.00107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01424
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_aerogenes	0	0	0	0	0	0	0	3.43161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_scardovii	0	0	0	0	0	0	0	0.25046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0	0	0	0	0	0	0	0.07747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora	0	0	0	0	0	0	0	0.06077	0	0	0	0	0.02691	0	0.00697	0.00203	0	0.03654	0	0	0.02245	0.00231	0	0	0	0	0	0	0	0	0	0	0.01127	0	0.00257	0	0	0	0.01788	0.00459	0	0	0	0	0.00956	0	0.00191	0	0.02529	0	0	0	0	0	0	0	0	0.01043	0	0	0	0.0058	0	0	0	0	0	0	0	0.03463	0	0	0.00166	0.00353	0.00268	0.00054	0.00492	0	0	0	0	0.00139	0	0	0	0	0.00179	0	0.00119	0	0	0.00068	0.03035	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131	0	0	0	0	0	0	0	0.04388	0	0.00609	0	0	0	0	0	0	0	0.00273	0	0	0.00474	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00543	0	0	0	0	0	0	0	0	0	0	0	0.0057	0	0.00995	0	0	0.03053	0	0	0	0.01584	0	0	0	0	0	0	0	0	0	0	0	0.01901	0	0	0.12177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
